,Square_id,Time_Interval,Country_code,Internet,RRH,Traffic_MB,Traffic_Gbps,Traffic_Mbps,Traffic_fronthaul,Fronthaul_Gbps,eMBB,mMTC,URLLC
552672,4452,0.0,39,486.7696139917739,10458.0,2433848.0699588694,32.45130759945159,32451.30759945159,865368.2026520424,865.3682026520423,848.0608385990015,7.78831382386838,4.3268410132602115
552673,4452,0.1,39,526.1314837587951,10458.0,2630657.4187939754,35.07543225058634,35075.43225058634,935344.8600156356,935.3448600156356,916.6379628153229,8.41810374014072,4.676724300078178
552674,4452,0.2,39,603.1565227954468,10458.0,3015782.613977234,40.21043485302979,40210.43485302979,1072278.262747461,1072.278262747461,1050.8326974925117,9.650504364727148,5.361391313737305
552675,4452,0.30000000000000004,39,716.7357104787551,10458.0,3583678.5523937754,47.78238069858367,47782.38069858367,1274196.818628898,1274.196818628898,1248.71288225632,11.467771367660081,6.37098409314449
552676,4452,0.4,39,719.0018438972236,10458.0,3595009.219486118,47.9334562598149,47933.456259814906,1278225.5002617307,1278.2255002617308,1252.6609902564962,11.504029502355577,6.391127501308654
552677,4452,0.5,39,911.214707971218,10458.0,4556073.53985609,60.7476471980812,60747.647198081206,1619937.258615499,1619.9372586154986,1587.5385134431885,14.579435327539487,8.099686293077493
552678,4452,1.0,39,945.8211194740612,10458.0,4729105.597370306,63.05474129827075,63054.74129827075,1681459.7679538869,1681.4597679538867,1647.830572594809,15.13313791158498,8.407298839769433
552679,4452,1.1,39,1114.7415973610753,10458.0,5573707.986805377,74.31610649073835,74316.10649073836,1981762.8397530229,1981.7628397530227,1942.1275829579622,17.835865557777204,9.908814198765114
552680,4452,1.2,39,1069.1824185186374,10458.0,5345912.092593188,71.2788279012425,71278.82790124249,1900768.744033133,1900.7687440331329,1862.7533691524702,17.106918696298195,9.503843720165664
552681,4452,1.3,39,1362.2569677377855,10458.0,6811284.838688928,90.81713118251903,90817.13118251904,2421790.164867174,2421.790164867174,2373.3543615698304,21.796111483804566,12.10895082433587
552682,4452,1.4,39,1357.3628805935118,10458.0,6786814.402967559,90.49085870623412,90490.85870623412,2413089.5654995767,2413.089565499577,2364.8277741895854,21.717806089496193,12.065447827497886
552683,4452,1.5,39,1391.817853690661,10458.0,6959089.268453305,92.78785691271072,92787.85691271072,2474342.851005619,2474.3428510056187,2424.8559939855063,22.269085659050567,12.371714255028094
552684,4452,2.0,39,1520.087954588009,10458.0,7600439.772940045,101.33919697253394,101339.19697253394,2702378.5859342385,2702.3785859342383,2648.3310142155538,24.321407273408145,13.511892929671191
552685,4452,2.1,39,1509.8418522122768,10458.0,7549209.261061383,100.65612348081844,100656.12348081844,2684163.292821825,2684.163292821825,2630.4800269653883,24.157469635396424,13.420816464109125
552686,4452,2.2,39,1483.4698562281772,10458.0,7417349.281140885,98.8979904152118,98897.9904152118,2637279.744405648,2637.279744405648,2584.5341495175353,23.73551769965083,13.186398722028242
552687,4452,2.3,39,1597.9104424945504,10458.0,7989552.212472752,106.52736283297004,106527.36283297004,2840729.6755458675,2840.7296755458674,2783.91508203495,25.566567079912804,14.203648377729337
552688,4452,2.4,39,1312.5640388794282,10458.0,6562820.194397141,87.50426925862855,87504.26925862856,2333447.1802300946,2333.4471802300945,2286.778236625493,21.00102462207085,11.667235901150473
552689,4452,2.5,39,1307.784949718598,10458.0,6538924.74859299,87.1856633145732,87185.6633145732,2324951.021721952,2324.951021721952,2278.452001287513,20.92455919549757,11.624755108609762
552690,4452,3.0,39,1509.8446408309296,10458.0,7549223.204154648,100.65630938872864,100656.30938872864,2684168.250366097,2684.168250366097,2630.4848853587746,24.15751425329487,13.420841251830485
552691,4452,3.1,39,1293.4264352410778,10458.0,6467132.176205389,86.22842901607186,86228.42901607185,2299424.773761916,2299.424773761916,2253.436278286678,20.694822963857245,11.497123868809581
552692,4452,3.2,39,1219.3092189947988,10458.0,6096546.094973994,81.28728126631992,81287.28126631993,2167660.833768531,2167.660833768531,2124.3076170931604,19.50894750391678,10.838304168842656
552693,4452,3.3,39,1250.2763916627891,10458.0,6251381.958313946,83.35175944418594,83351.75944418594,2222713.5851782914,2222.7135851782914,2178.2593134747253,20.00442226660462,11.113567925891457
552694,4452,3.4,39,1144.7230521647652,10458.0,5723615.260823826,76.31487014431768,76314.87014431768,2035063.2038484716,2035.0632038484716,1994.3619397715022,18.31556883463624,10.175316019242358
552695,4452,3.5,39,1155.8886083383677,10458.0,5779443.041691839,77.05924055589118,77059.24055589119,2054913.0814904317,2054.9130814904315,2013.814819860623,18.494217733413883,10.274565407452158
552696,4452,4.0,39,1098.0922631267242,10458.0,5490461.315633621,73.20615087511494,73206.15087511494,1952164.0233363984,1952.1640233363985,1913.1207428696705,17.569476210027585,9.760820116681993
552697,4452,4.1,39,1071.2274272909226,10458.0,5356137.136454613,71.41516181939484,71415.16181939484,1904404.3151838623,1904.4043151838623,1866.316228880185,17.13963883665476,9.522021575919311
552698,4452,4.2,39,1138.2309613746938,10458.0,5691154.80687347,75.88206409164626,75882.06409164626,2023521.7091105664,2023.5217091105667,1983.0512749283553,18.2116953819951,10.117608545552834
552699,4452,4.3,39,1029.3896368818273,10458.0,5146948.184409137,68.62597579212182,68625.97579212183,1830026.0211232489,1830.0260211232487,1793.4255007007837,16.470234190109238,9.150130105616244
552700,4452,4.4,39,702.8980189384762,10458.0,3514490.094692381,46.85986792923175,46859.86792923175,1249596.4781128466,1249.5964781128466,1224.6045485505897,11.246368303015618,6.247982390564233
552701,4452,4.5,39,591.3484223251817,10458.0,2956742.1116259084,39.42322815501211,39423.22815501211,1051286.0841336562,1051.2860841336562,1030.2603624509832,9.461574757202905,5.2564304206682815
552702,4452,5.0,39,592.9512892097416,10458.0,2964756.446048708,39.53008594731611,39530.08594731611,1054135.6252617629,1054.135625261763,1033.0529127565276,9.487220627355866,5.270678126308815
552703,4452,5.1,39,561.6372394128834,10458.0,2808186.1970644174,37.44248262752557,37442.48262752556,998466.2034006816,998.4662034006816,978.496879332668,8.986195830606134,4.992331017003408
552704,4452,5.2,39,641.8251208056092,10458.0,3209125.604028046,42.78834138704062,42788.341387040615,1141022.4369877498,1141.02243698775,1118.2019882479951,10.26920193288975,5.70511218493875
552705,4452,5.3,39,379.5980828075533,10458.0,1897990.4140377664,25.306538853836884,25306.53885383688,674841.0361023168,674.8410361023168,661.3442153802705,6.073569324920851,3.3742051805115842
552706,4452,5.4,39,321.4967209905812,10458.0,1607483.604952906,21.433114732705413,21433.114732705413,571549.7262054776,571.5497262054776,560.118731681368,5.143947535849297,2.8577486310273876
552707,4452,5.5,39,310.3769118609159,10458.0,1551884.5593045796,20.69179412406106,20691.79412406106,551781.1766416283,551.7811766416282,540.7455531087957,4.966030589774654,2.7589058832081412
552708,4452,6.0,39,245.817135420382,10458.0,1229085.67710191,16.387809028025465,16387.809028025466,437008.2407473457,437.0082407473457,428.2680759323988,3.933074166726111,2.185041203736729
552709,4452,6.1,39,203.8099923227736,10458.0,1019049.961613868,13.58733282151824,13587.33282151824,362328.8752404864,362.3288752404864,355.08229773567666,3.2609598771643773,1.8116443762024321
552710,4452,6.2,39,180.8667732137916,10458.0,904333.866068958,12.05778488091944,12057.784880919438,321540.93015785166,321.5409301578517,315.11011155469464,2.8938683714206648,1.6077046507892585
552711,4452,6.3,39,166.53291236258198,10458.0,832664.5618129099,11.102194157505464,11102.194157505466,296058.51086681243,296.0585108668124,290.1373406494762,2.6645265978013115,1.4802925543340621
552712,4452,6.4,39,149.25999194624626,10458.0,746299.9597312313,9.95066612974975,9950.66612974975,265351.09679332667,265.3510967933267,260.04407485746015,2.38815987113994,1.3267554839666336
552713,4452,6.5,39,150.90265925946,10458.0,754513.2962973,10.060177283964,10060.177283964,268271.39423904,268.27139423904,262.9059663542592,2.4144425481513596,1.3413569711951998
552714,4452,7.0,39,177.94762348898686,10458.0,889738.1174449343,11.863174899265791,11863.174899265792,316351.3306470878,316.35133064708776,310.024304034146,2.8471619758237896,1.5817566532354388
552715,4452,7.1,39,149.63311529613256,10458.0,748165.5764806628,9.97554101974217,9975.54101974217,266014.42719312455,266.01442719312456,260.6941386492621,2.3941298447381207,1.330072135965623
552716,4452,7.2,39,150.16384200800653,10458.0,750819.2100400326,10.010922800533768,10010.922800533768,266957.94134756713,266.9579413475672,261.61878252061587,2.402621472128105,1.334789706737836
552717,4452,7.3,39,188.76536892354605,10458.0,943826.8446177302,12.584357928236404,12584.357928236404,335582.8780863041,335.5828780863041,328.871220524578,3.0202459027767365,1.6779143904315206
552718,4452,7.4,39,159.64236410901435,10458.0,798211.8205450717,10.64282427393429,10642.82427393429,283808.6473049144,283.8086473049144,278.1324743588161,2.5542778257442293,1.4190432365245722
552719,4452,7.5,39,210.18286874976675,10458.0,1050914.3437488338,14.01219124998445,14012.191249984451,373658.4333329187,373.65843333291866,366.1852646662603,3.362925899996268,1.8682921666645933
552720,4452,8.0,39,269.34923452966456,10458.0,1346746.1726483228,17.95661563531097,17956.615635310973,478843.08360829257,478.84308360829255,469.26622193612667,4.309587752474632,2.3942154180414628
552721,4452,8.1,39,239.39806131517008,10458.0,1196990.3065758504,15.95987075434467,15959.87075434467,425596.5534491912,425.5965534491912,417.0846223802074,3.830368981042721,2.127982767245956
552722,4452,8.2,39,169.47146094854114,10458.0,847357.3047427057,11.298097396569409,11298.097396569408,301282.59724185086,301.28259724185085,295.25694529701383,2.7115433751766576,1.5064129862092543
552723,4452,8.3,39,207.5446947611969,10458.0,1037723.4738059844,13.836312984079791,13836.312984079794,368968.3462421278,368.96834624212784,361.5889793172853,3.32071511617915,1.8448417312106393
552724,4452,8.4,39,156.2008128152911,10458.0,781004.0640764555,10.413387521019407,10413.387521019407,277690.33389385085,277.69033389385083,272.1365272159738,2.4992130050446573,1.3884516694692541
552725,4452,8.5,39,181.4954685035651,10458.0,907477.3425178254,12.099697900237672,12099.697900237672,322658.6106730046,322.6586106730046,316.2054384595445,2.903927496057041,1.6132930533650232
552726,4452,9.0,39,215.8542204994116,10458.0,1079271.102497058,14.39028136662744,14390.28136662744,383740.8364433984,383.7408364433984,376.0660197145304,3.4536675279905853,1.918704182216992
552727,4452,9.1,39,202.59330621875256,10458.0,1012966.5310937628,13.506220414583504,13506.220414583504,360165.8777222268,360.1658777222268,352.96256016778227,3.241492899500041,1.8008293886111342
552728,4452,9.2,39,191.65874723959053,10458.0,958293.7361979526,12.777249815972702,12777.249815972702,340726.66175927204,340.726661759272,333.9121285240866,3.066539955833448,1.7036333087963602
552729,4452,9.3,39,200.630505567822,10458.0,1003152.52783911,13.3753670378548,13375.3670378548,356676.45434279466,356.67645434279467,349.54292525593877,3.210088089085152,1.7833822717139733
552730,4452,9.4,39,203.98136074599995,10458.0,1019906.8037299996,13.598757383066662,13598.757383066662,362633.530215111,362.63353021511097,355.3808596108087,3.2637017719359984,1.8131676510755548
552731,4452,9.5,39,184.09580914038887,10458.0,920479.0457019446,12.273053942692597,12273.053942692595,327281.4384718025,327.2814384718025,320.73580970236645,2.9455329462462223,1.6364071923590127
552732,4452,10.0,39,466.3062430965723,10458.0,2331531.2154828617,31.087082873104823,31087.082873104824,828988.8766161287,828.9888766161287,812.409099083806,7.460899889545157,4.144944383080643
552733,4452,10.1,39,211.28831771643144,10458.0,1056441.5885821572,14.085887847762097,14085.887847762096,375623.6759403225,375.6236759403225,368.11120242151605,3.3806130834629027,1.8781183797016128
552734,4452,10.2,39,282.0589923244672,10458.0,1410294.9616223362,18.80393282163115,18803.93282163115,501438.2085768307,501.4382085768307,491.40944440529404,4.512943877191476,2.5071910428841533
552735,4452,10.3,39,271.0883454735178,10458.0,1355441.727367589,18.072556364901185,18072.556364901186,481934.83639736497,481.93483639736496,472.29613966941764,4.337413527576285,2.409674181986825
552736,4452,10.4,39,545.7778071676751,10458.0,2728889.035838376,36.38518714451167,36385.18714451167,970271.6571869778,970.2716571869778,950.8662240432382,8.7324449146828,4.851358285934889
552737,4452,10.5,39,362.4074510239049,10458.0,1812037.255119525,24.160496734926998,24160.496734926997,644279.9129313865,644.2799129313865,631.3943146727588,5.798519216382479,3.2213995646569327
552738,4452,11.0,39,307.5141977824812,10458.0,1537570.988912406,20.50094651883208,20500.94651883208,546691.9071688554,546.6919071688554,535.7580690254783,4.920227164519699,2.7334595358442773
552739,4452,11.1,39,202.6246555477809,10458.0,1013123.2777389043,13.50831036985206,13508.31036985206,360221.6098627216,360.2216098627216,353.01717766546716,3.2419944887644943,1.801108049313608
552740,4452,11.2,39,191.59301440893512,10458.0,957965.0720446756,12.77286762726234,12772.867627262342,340609.80339366244,340.60980339366245,333.7976073257892,3.065488230542962,1.7030490169683123
552741,4452,11.3,39,200.67785184530968,10458.0,1003389.2592265484,13.378523456353978,13378.523456353978,356760.62550277275,356.7606255027728,349.6254129927174,3.2108456295249552,1.7838031275138642
552742,4452,11.4,39,210.90366570139628,10458.0,1054518.3285069815,14.060244380093089,14060.244380093089,374939.8501358156,374.9398501358156,367.4410531330993,3.3744586512223402,1.874699250679078
